variant,sample_id,action,prompt,masked_pixel_accuracy,nonmask_equality_after_copyback,palette_validity_raw,palette_validity_snapped,nearest_palette_distance_mean_raw,nearest_palette_distance_p95_raw,object_count_f1,instance_precision,instance_recall,instance_f1,extra_component_count,allowed_label_violation_count,raw_unique_palette_ids_after_nearest,copyback_unique_palette_ids,target_object_iou,target_object_iou_inside_mask,source_object_iou,source_remaining_pixels_inside_mask,action_specific_iou,edit_success,white_region_floor_or_target_accuracy,source_removed_or_replaced,old_region_target_pixels,old_region_cleared,new_region_target_present
random_fixed_palette,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.025755879059350503,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,2517,26,26,0.0,0.0,0.0,88,0.0,False,,,18,False,False
I_target,translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6181410974244121,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.024916013437849945,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,2517,26,26,0.0,0.0,0.0,88,0.0,False,,,22,False,False
I_target,translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6145344017684443,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.02265819287095883,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,2568,26,26,0.0,0.0,0.0,113,0.0,False,,,20,False,False
I_target,translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6145344017684443,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.0243161094224924,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,2568,26,26,0.0,0.0,0.0,113,0.0,False,,,24,False,False
I_target,translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5232432432432432,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.026081081081081082,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,5068,26,26,0.0,0.0,0.0,182,0.0,False,,,45,False,False
I_target,translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5232432432432432,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.025135135135135135,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.75,0.8571428571428571,0,5068,26,26,0.0,0.0,0.0,182,0.0,False,,,46,False,False
I_target,translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.49064171122994654,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.025503907856849032,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,24557,26,26,1.0,1.0,1.0,0,1.0,False,,,0,True,False
I_target,translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.49064171122994654,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.02542677910324969,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,24557,26,26,1.0,1.0,1.0,0,1.0,False,,,0,True,False
I_target,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6225319396051103,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.0272938443670151,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,2452,26,26,0.0,0.0,0.0,103,0.0,False,,,21,False,False
I_target,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6225319396051103,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.027584204413472705,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,2452,26,26,0.0,0.0,0.0,103,0.0,False,,,11,False,False
I_target,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6225319396051103,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.024099883855981417,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,2482,26,26,0.0,0.0,0.0,104,0.0,False,,,18,False,False
I_target,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6225319396051103,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.02177700348432056,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,2482,26,26,0.0,0.0,0.0,104,0.0,False,,,22,False,False
I_target,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1998,1.0,True,,,0,True,True
oracle_copyback,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1998,1.0,True,,,0,True,True
I_bad,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5275581258114009,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,0.0,0.0,0.0,2005,0.0,False,,,2005,False,False
random_fixed_palette,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.026554939218694677,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,6237,26,26,0.02658582089552239,0.02658582089552239,0.02658582089552239,203,0.02658582089552239,False,,,53,False,False
I_target,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,2005,1.0,True,,,0,True,True
oracle_copyback,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,2005,1.0,True,,,0,True,True
I_bad,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5275581258114009,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,0.0,0.0,0.0,1998,0.0,False,,,1998,False,False
random_fixed_palette,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.025846807506196154,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,6237,26,26,0.02459396751740139,0.02459396751740139,0.02459396751740139,203,0.02459396751740139,False,,,57,False,False
I_target,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6140350877192983,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.027138157894736843,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,2582,26,26,0.0,0.0,0.0,97,0.0,False,,,11,False,False
